HS6_Code,Sector,Product_Category,Region,Product_Name,Month,Year,Quarter,Trade_Value_USD_1000,Shipping_Cost_USD_1000,Insurance_Cost_USD_1000,MFN_Tariff_Rate,Applied_Tariff_Rate,Duty_Savings_Percent,Net_Profit_Margin_Percent,FTA_Status,CBAM_Applicable,Carbon_Tax_Risk,Carbon_Intensity_Score,Market_Share_Percent
302939,Pharmaceuticals,Generic Medicines,ASEAN,Generic Medicines Batch 302939,February,2025,Q1,2513.12,87.91,26.76,18.8,12.82,5.98,16.47,Active,No,High,3.87,17.61
392153,Chemicals,Industrial Gases,ASEAN,Industrial Gases Batch 392153,December,2026,Q4,15181.51,395.53,106.98,33.36,22.67,10.69,6.3,Active,No,Low,0.0,8.7
304296,Pharmaceuticals,Generic Medicines,Australia,Generic Medicines Batch 304296,February,2025,Q1,3158.44,105.08,42.15,24.75,0.0,24.75,19.55,Active,No,Low,0.0,13.77
293532,Chemicals,Organic Chemicals,USA,Organic Chemicals Batch 293532,March,2025,Q1,1443.05,103.56,18.17,17.63,16.43,1.2,18.45,Active,No,High,4.46,5.05
909297,Pharmaceuticals,Surgical Equipment,UAE,Surgical Equipment Batch 909297,August,2024,Q3,2058.87,120.78,23.5,38.87,30.44,8.43,21.14,Active,No,Low,0.0,6.67
633572,Textiles & Apparel,Cotton Garments,ASEAN,Cotton Garments Batch 633572,November,2024,Q4,2315.48,123.76,31.42,12.97,11.6,1.37,12.46,Active,No,High,4.86,12.65
618959,Textiles & Apparel,Home Textiles,Australia,Home Textiles Batch 618959,October,2024,Q4,7372.18,190.55,71.11,29.05,23.03,6.02,16.97,Active,No,Low,0.0,10.42
728250,Iron & Steel,Construction Steel,UAE,Construction Steel Batch 728250,October,2024,Q4,23433.38,476.1,209.57,14.4,9.7,4.7,15.21,Active,No,Low,0.0,17.37
725971,Iron & Steel,Steel Tubes,USA,Steel Tubes Batch 725971,November,2026,Q4,5112.9,384.91,71.74,38.75,31.59,7.16,11.71,Active,No,Low,0.0,2.24
726329,Iron & Steel,Steel Tubes,South Africa,Steel Tubes Batch 726329,October,2024,Q4,17687.55,1132.61,239.96,30.04,24.26,5.78,17.37,Active,No,Low,0.0,3.53
309257,Pharmaceuticals,Surgical Equipment,Australia,Surgical Equipment Batch 309257,June,2026,Q2,701.22,24.72,6.18,11.33,0.0,11.33,11.58,Active,No,Low,0.0,13.72
844082,Machinery & Electronics,Computer Hardware,Japan,Computer Hardware Batch 844082,February,2025,Q1,1600.47,38.58,16.51,29.13,21.19,7.94,13.99,Active,No,High,1.25,13.45
083642,Agriculture & Food,Marine Products,Australia,Marine Products Batch 083642,February,2025,Q1,1005.81,70.67,11.47,23.95,0.0,23.95,18.74,Active,No,Low,0.0,6.63
847284,Machinery & Electronics,Industrial Pumps,Canada,Industrial Pumps Batch 847284,February,2026,Q1,4777.47,145.25,56.67,27.33,25.02,2.31,21.78,Active,No,High,4.54,2.19
734139,Iron & Steel,Steel Tubes,ASEAN,Steel Tubes Batch 734139,February,2026,Q1,1739.86,67.07,12.75,7.71,5.29,2.42,12.32,Active,No,High,3.62,14.44
723154,Iron & Steel,Stainless Steel,Japan,Stainless Steel Batch 723154,January,2024,Q1,8907.59,624.2,58.26,7.64,6.97,0.67,12.71,Active,No,Low,0.0,17.4
295235,Chemicals,Dyes & Pigments,European Union,Dyes & Pigments Batch 295235,August,2025,Q3,737.67,14.79,5.37,28.86,0.0,28.86,20.12,Active,Yes,Low,1.24,1.61
286315,Chemicals,Agrochemicals,Australia,Agrochemicals Batch 286315,July,2025,Q3,3179.71,96.86,44.73,33.01,0.0,33.01,11.98,Active,No,High,1.92,4.61
075224,Agriculture & Food,Basmati Rice,Japan,Basmati Rice Batch 075224,February,2026,Q1,8352.26,649.73,118.75,36.89,25.99,10.9,17.2,Active,No,High,1.82,12.26
306221,Pharmaceuticals,Antibiotics,Japan,Antibiotics Batch 306221,November,2024,Q4,134.56,9.14,1.2,38.82,34.52,4.3,6.93,Active,No,High,0.58,17.05
308873,Pharmaceuticals,Bulk Drugs,USA,Bulk Drugs Batch 308873,October,2024,Q4,71857.98,5316.61,932.42,10.27,9.96,0.31,8.67,Active,No,High,4.29,5.15
301764,Pharmaceuticals,Antibiotics,European Union,Antibiotics Batch 301764,April,2024,Q2,1949.39,84.27,14.12,32.48,19.61,12.87,12.09,Active,No,High,2.54,2.76
727457,Iron & Steel,Stainless Steel,ASEAN,Stainless Steel Batch 727457,January,2026,Q1,142.94,8.71,1.97,38.06,24.44,13.62,9.55,Active,No,High,0.23,10.33
395626,Chemicals,Agrochemicals,USA,Agrochemicals Batch 395626,October,2024,Q4,3778.72,185.07,31.45,5.02,4.41,0.61,9.39,Active,No,Low,0.0,3.34
168217,Agriculture & Food,Marine Products,Australia,Marine Products Batch 168217,May,2024,Q2,3134.31,145.12,28.14,10.32,6.26,4.06,14.53,Active,No,High,2.96,15.38
726999,Iron & Steel,Steel Tubes,USA,Steel Tubes Batch 726999,September,2026,Q3,2636.37,110.18,39.12,6.48,6.15,0.33,20.97,Active,No,High,4.56,4.85
716051,Gems & Jewellery,Silverware,UAE,Silverware Batch 716051,April,2026,Q2,13184.36,320.56,118.26,28.53,0.0,28.53,8.6,Active,No,Low,0.0,11.74
723257,Iron & Steel,Flat-rolled Products,USA,Flat-rolled Products Batch 723257,February,2026,Q1,9146.87,357.55,88.79,20.67,14.1,6.57,20.56,Active,No,High,1.0,13.68
717551,Gems & Jewellery,Gold Jewellery,Japan,Gold Jewellery Batch 717551,June,2025,Q2,4660.2,175.45,49.43,17.34,12.91,4.43,5.75,Active,No,Low,0.0,14.77
909811,Pharmaceuticals,Bulk Drugs,South Africa,Bulk Drugs Batch 909811,November,2024,Q4,5856.07,171.74,63.05,38.65,31.66,6.99,14.19,Active,No,High,0.2,4.23
724041,Iron & Steel,Stainless Steel,South Africa,Stainless Steel Batch 724041,November,2024,Q4,2549.02,78.93,27.18,21.64,20.55,1.09,20.72,Active,No,High,0.92,3.24
284887,Chemicals,Dyes & Pigments,USA,Dyes & Pigments Batch 284887,January,2024,Q1,42754.78,1145.17,497.79,23.62,19.86,3.76,18.13,Active,No,High,4.73,18.0
391259,Chemicals,Industrial Gases,Australia,Industrial Gases Batch 391259,December,2026,Q4,324.15,13.75,2.52,10.25,0.0,10.25,8.1,Active,No,Low,0.0,16.5
723190,Iron & Steel,Construction Steel,UK,Construction Steel Batch 723190,October,2026,Q4,3675.62,175.91,49.78,17.06,0.0,17.06,19.17,Active,No,Low,0.0,6.13
846760,Machinery & Electronics,Smartphones,Canada,Smartphones Batch 846760,February,2026,Q1,3286.36,129.86,18.47,27.7,21.15,6.55,9.9,Active,No,High,2.4,2.7
855754,Machinery & Electronics,Computer Hardware,USA,Computer Hardware Batch 855754,September,2026,Q3,10096.26,326.4,56.94,37.76,26.96,10.8,9.07,Active,No,High,3.14,12.59
391917,Chemicals,Organic Chemicals,Canada,Organic Chemicals Batch 391917,April,2024,Q2,840.69,50.07,6.74,31.47,31.23,0.24,19.21,Active,No,High,4.76,15.79
727222,Iron & Steel,Stainless Steel,Australia,Stainless Steel Batch 727222,July,2025,Q3,218.0,12.33,2.78,10.85,0.0,10.85,7.38,Active,No,Low,0.0,6.45
842666,Machinery & Electronics,Transformers,European Union,Transformers Batch 842666,December,2026,Q4,3771.52,291.38,27.39,22.23,0.0,22.23,13.34,Active,No,High,0.74,0.81
729477,Iron & Steel,Stainless Steel,Canada,Stainless Steel Batch 729477,July,2026,Q3,4545.29,180.14,67.14,38.65,25.68,12.97,17.66,Active,No,High,4.14,14.85
723757,Iron & Steel,Steel Tubes,USA,Steel Tubes Batch 723757,May,2025,Q2,27844.73,1028.09,375.19,36.04,27.32,8.72,17.7,Active,No,Low,0.0,0.66
716374,Gems & Jewellery,Precious Stones,ASEAN,Precious Stones Batch 716374,March,2026,Q1,443.39,25.52,3.47,20.32,15.92,4.4,9.05,Active,No,Low,0.0,10.15
625621,Textiles & Apparel,Silk Products,European Union,Silk Products Batch 625621,May,2024,Q2,16848.9,771.66,127.85,13.8,12.95,0.85,12.0,Active,No,Low,0.0,0.57
382767,Chemicals,Organic Chemicals,Australia,Organic Chemicals Batch 382767,October,2026,Q4,103893.49,6050.74,1300.35,24.47,0.0,24.47,5.46,Active,No,High,1.38,11.39
631661,Textiles & Apparel,Knitted Apparel,Canada,Knitted Apparel Batch 631661,April,2025,Q2,1691.47,107.21,21.89,11.86,11.17,0.69,17.1,Active,No,High,0.17,7.95
097628,Agriculture & Food,Basmati Rice,European Union,Basmati Rice Batch 097628,February,2026,Q1,429.91,32.8,4.21,37.51,0.0,37.51,8.05,Active,No,Low,0.0,16.63
103581,Agriculture & Food,Marine Products,USA,Marine Products Batch 103581,November,2024,Q4,1618.96,60.23,16.08,32.46,21.02,11.44,11.97,Active,No,Low,0.0,16.54
163490,Agriculture & Food,Basmati Rice,UK,Basmati Rice Batch 163490,September,2026,Q3,3044.24,195.63,22.84,33.88,0.0,33.88,8.41,Active,No,High,2.31,6.68
717539,Gems & Jewellery,Synthetic Gems,USA,Synthetic Gems Batch 717539,August,2025,Q3,6944.34,426.74,73.18,24.09,19.23,4.86,7.06,Active,No,High,0.45,11.26
712833,Gems & Jewellery,Gold Jewellery,Japan,Gold Jewellery Batch 712833,November,2024,Q4,1227.71,75.66,10.17,20.47,17.92,2.55,11.07,Active,No,Low,0.0,1.58
099429,Agriculture & Food,Organic Spices,Japan,Organic Spices Batch 099429,June,2025,Q2,30723.95,1135.96,303.59,11.83,10.31,1.52,5.11,Active,No,Low,0.0,3.41
841220,Machinery & Electronics,Computer Hardware,Australia,Computer Hardware Batch 841220,December,2025,Q4,560.15,20.7,6.45,24.33,0.0,24.33,8.5,Active,No,High,0.19,16.95
627980,Textiles & Apparel,Silk Products,European Union,Silk Products Batch 627980,March,2026,Q1,219.46,10.93,1.97,9.47,0.0,9.47,7.13,Active,No,High,1.21,0.85
618720,Textiles & Apparel,Synthetic Fabrics,European Union,Synthetic Fabrics Batch 618720,March,2025,Q1,15678.81,581.26,88.68,39.46,5.92,33.54,11.48,Active,No,Low,0.0,2.04
392889,Chemicals,Agrochemicals,Japan,Agrochemicals Batch 392889,April,2026,Q2,98.3,7.51,0.66,13.27,11.38,1.89,20.27,Active,No,Low,0.0,1.19
859788,Machinery & Electronics,Transformers,USA,Transformers Batch 859788,August,2025,Q3,2194.71,91.99,28.9,11.49,6.91,4.58,11.38,Active,No,High,4.54,3.74
841812,Machinery & Electronics,Smartphones,ASEAN,Smartphones Batch 841812,March,2024,Q1,320142.57,18414.18,4616.03,12.67,11.11,1.56,15.33,Active,No,Low,0.0,7.16
726339,Iron & Steel,Stainless Steel,Australia,Stainless Steel Batch 726339,August,2026,Q3,2927.59,192.45,26.39,5.2,0.0,5.2,18.25,Active,No,High,2.53,15.72
093365,Agriculture & Food,Marine Products,Australia,Marine Products Batch 093365,October,2024,Q4,554.93,13.3,4.02,24.94,21.38,3.56,15.24,Active,No,Low,0.0,6.22
295372,Chemicals,Dyes & Pigments,UAE,Dyes & Pigments Batch 295372,November,2025,Q4,2735.05,179.57,37.48,34.22,0.0,34.22,14.1,Active,No,Low,0.0,17.28
907649,Pharmaceuticals,Generic Medicines,Australia,Generic Medicines Batch 907649,April,2025,Q2,2762.24,169.14,20.55,8.08,0.0,8.08,14.16,Active,No,Low,0.0,9.98
309287,Pharmaceuticals,Generic Medicines,European Union,Generic Medicines Batch 309287,July,2025,Q3,3793.24,263.57,41.95,6.63,0.0,6.63,14.46,Active,No,High,3.18,9.52
165358,Agriculture & Food,Basmati Rice,UK,Basmati Rice Batch 165358,June,2026,Q2,8049.74,300.46,86.18,37.63,0.0,37.63,15.5,Active,No,Low,0.0,7.3
103246,Agriculture & Food,Organic Spices,UAE,Organic Spices Batch 103246,September,2024,Q3,627.24,37.59,3.35,30.3,26.15,4.15,20.4,Active,No,Low,0.0,7.56
907539,Pharmaceuticals,Generic Medicines,Australia,Generic Medicines Batch 907539,April,2025,Q2,37470.98,1221.29,558.32,24.48,0.0,24.48,17.7,Active,No,High,0.1,8.08
739855,Iron & Steel,Iron Bars,Australia,Iron Bars Batch 739855,December,2024,Q4,4305.6,267.7,30.89,39.47,35.92,3.55,18.09,Active,No,Low,0.0,17.81
719592,Gems & Jewellery,Cut Diamonds,South Africa,Cut Diamonds Batch 719592,March,2026,Q1,8867.88,562.26,89.82,7.81,6.64,1.17,14.37,Active,No,Low,0.0,4.42
713297,Gems & Jewellery,Synthetic Gems,USA,Synthetic Gems Batch 713297,December,2024,Q4,1161.86,68.66,12.5,9.93,9.62,0.31,20.77,Active,No,High,3.21,13.78
908189,Pharmaceuticals,Bulk Drugs,ASEAN,Bulk Drugs Batch 908189,March,2026,Q1,20528.58,1033.22,127.73,23.92,23.62,0.3,19.39,Active,No,Low,0.0,16.71
875487,Machinery & Electronics,Computer Hardware,Australia,Computer Hardware Batch 875487,March,2024,Q1,2027.22,59.93,24.48,21.96,21.92,0.04,5.61,Active,No,High,0.58,11.39
848230,Machinery & Electronics,Smartphones,UAE,Smartphones Batch 848230,February,2024,Q1,4520.28,201.11,54.3,21.09,16.91,4.18,15.76,Active,No,Low,0.0,12.8
163037,Agriculture & Food,Basmati Rice,UK,Basmati Rice Batch 163037,August,2024,Q3,735.35,43.61,10.93,24.16,23.46,0.7,17.01,Active,No,Low,0.0,16.47
714182,Gems & Jewellery,Silverware,Canada,Silverware Batch 714182,April,2024,Q2,668.21,50.01,3.39,27.05,26.54,0.51,12.57,Active,No,Low,0.0,2.12
859675,Machinery & Electronics,Smartphones,Japan,Smartphones Batch 859675,September,2025,Q3,8369.15,202.48,93.6,17.84,11.66,6.18,10.3,Active,No,High,4.82,4.95
622191,Textiles & Apparel,Silk Products,Canada,Silk Products Batch 622191,May,2026,Q2,1532.4,32.6,17.03,23.36,14.86,8.5,5.46,Active,No,Low,0.0,13.95
636355,Textiles & Apparel,Knitted Apparel,European Union,Knitted Apparel Batch 636355,February,2025,Q1,828.21,62.93,10.1,13.59,2.04,11.55,17.51,Active,No,High,0.44,11.38
716898,Gems & Jewellery,Synthetic Gems,European Union,Synthetic Gems Batch 716898,September,2024,Q3,1135.95,25.28,15.67,14.5,14.39,0.11,7.31,Active,No,High,4.87,12.89
733158,Iron & Steel,Stainless Steel,UAE,Stainless Steel Batch 733158,December,2025,Q4,8505.17,391.76,122.11,29.53,0.0,29.53,10.81,Active,No,High,3.96,12.25
078510,Agriculture & Food,Organic Spices,USA,Organic Spices Batch 078510,December,2026,Q4,1160.31,80.87,15.32,39.32,24.75,14.57,14.23,Active,No,High,0.35,4.27
855345,Machinery & Electronics,Smartphones,UK,Smartphones Batch 855345,July,2024,Q3,2498.68,143.94,14.18,10.52,8.38,2.14,6.47,Active,No,High,2.97,4.58
383942,Chemicals,Organic Chemicals,Canada,Organic Chemicals Batch 383942,May,2025,Q2,3048.92,219.41,18.08,16.47,10.46,6.01,18.71,Active,No,High,0.97,9.96
844585,Machinery & Electronics,Computer Hardware,South Africa,Computer Hardware Batch 844585,January,2026,Q1,168.0,8.57,2.39,10.44,8.57,1.87,19.21,Active,No,Low,0.0,6.5
716840,Gems & Jewellery,Silverware,South Africa,Silverware Batch 716840,September,2024,Q3,328.1,12.56,2.53,28.18,18.97,9.21,14.2,Active,No,High,4.5,8.81
715695,Gems & Jewellery,Precious Stones,Japan,Precious Stones Batch 715695,July,2025,Q3,4936.52,139.71,68.58,31.58,26.6,4.98,14.68,Active,No,High,2.97,17.93
874792,Machinery & Electronics,Industrial Pumps,Australia,Industrial Pumps Batch 874792,May,2025,Q2,986.79,23.42,9.2,33.7,5.06,28.64,11.2,Active,No,Low,0.0,13.84
847222,Machinery & Electronics,Computer Hardware,South Africa,Computer Hardware Batch 847222,March,2024,Q1,14546.23,875.48,78.48,39.07,25.37,13.7,14.06,Active,No,High,3.72,6.7
739479,Iron & Steel,Construction Steel,Canada,Construction Steel Batch 739479,January,2024,Q1,12710.84,928.14,182.77,9.38,8.04,1.34,16.07,Active,No,Low,0.0,1.21
732639,Iron & Steel,Construction Steel,Australia,Construction Steel Batch 732639,September,2026,Q3,8767.03,249.97,102.13,26.42,0.0,26.42,6.8,Active,No,High,4.68,14.03
851393,Machinery & Electronics,Auto Components,Canada,Auto Components Batch 851393,August,2026,Q3,45691.05,1494.76,587.83,19.82,14.48,5.34,15.91,Active,No,Low,0.0,5.7
854489,Machinery & Electronics,Transformers,ASEAN,Transformers Batch 854489,August,2024,Q3,2631.65,151.14,23.83,38.33,23.28,15.05,9.69,Active,No,High,4.26,11.96
723825,Iron & Steel,Steel Tubes,Japan,Steel Tubes Batch 723825,June,2024,Q2,7889.77,235.27,99.15,34.2,28.27,5.93,5.01,Active,No,Low,0.0,17.83
522462,Textiles & Apparel,Knitted Apparel,South Africa,Knitted Apparel Batch 522462,May,2024,Q2,1240.66,64.37,13.85,20.02,14.03,5.99,15.45,Active,No,Low,0.0,6.57
738281,Iron & Steel,Construction Steel,ASEAN,Construction Steel Batch 738281,May,2026,Q2,118013.57,8219.53,1526.95,13.5,8.99,4.51,5.87,Active,No,High,4.52,14.85
725348,Iron & Steel,Construction Steel,Canada,Construction Steel Batch 725348,January,2025,Q1,58422.16,2001.26,770.8,7.1,4.41,2.69,16.28,Active,No,High,1.28,3.51
714561,Gems & Jewellery,Precious Stones,UK,Precious Stones Batch 714561,February,2024,Q1,3034.56,163.19,24.5,26.67,22.23,4.44,9.47,Active,No,Low,0.0,1.17
389486,Chemicals,Industrial Gases,European Union,Industrial Gases Batch 389486,March,2026,Q1,5323.46,300.33,52.2,36.47,0.0,36.47,12.14,Active,Yes,High,4.97,5.52
627437,Textiles & Apparel,Cotton Garments,European Union,Cotton Garments Batch 627437,July,2026,Q3,22901.24,1413.13,272.7,18.53,0.0,18.53,8.99,Active,No,High,0.75,8.42
841390,Machinery & Electronics,Industrial Pumps,South Africa,Industrial Pumps Batch 841390,September,2024,Q3,2390.58,87.24,30.8,39.41,27.94,11.47,17.86,Active,No,High,2.19,10.96
871394,Machinery & Electronics,Computer Hardware,Australia,Computer Hardware Batch 871394,June,2026,Q2,1113.28,34.97,13.85,15.71,0.0,15.71,13.99,Active,No,High,2.08,17.84
087358,Agriculture & Food,Process Food,South Africa,Process Food Batch 087358,June,2026,Q2,11058.83,745.86,133.93,16.52,10.46,6.06,7.62,Active,No,Low,0.0,15.65
717410,Gems & Jewellery,Precious Stones,South Africa,Precious Stones Batch 717410,July,2026,Q3,3353.16,210.44,23.12,10.42,7.88,2.54,19.07,Active,No,High,4.0,7.06
908823,Pharmaceuticals,Bulk Drugs,Japan,Bulk Drugs Batch 908823,December,2026,Q4,3922.53,215.06,29.82,36.75,25.0,11.75,14.14,Active,No,High,2.74,12.79
079814,Agriculture & Food,Marine Products,ASEAN,Marine Products Batch 079814,October,2024,Q4,852.86,62.54,6.78,28.47,20.19,8.28,10.77,Active,No,High,2.51,12.07
737872,Iron & Steel,Stainless Steel,Canada,Stainless Steel Batch 737872,December,2024,Q4,226.67,17.49,3.15,24.8,20.32,4.48,13.9,Active,No,Low,0.0,4.81
715829,Gems & Jewellery,Precious Stones,Canada,Precious Stones Batch 715829,August,2024,Q3,4248.04,328.56,51.96,33.55,25.37,8.18,15.77,Active,No,High,4.15,3.08
306474,Pharmaceuticals,Surgical Equipment,USA,Surgical Equipment Batch 306474,April,2024,Q2,11584.73,307.34,122.78,10.54,9.69,0.85,16.22,Active,No,High,0.8,6.26
735830,Iron & Steel,Construction Steel,South Africa,Construction Steel Batch 735830,May,2024,Q2,2124.5,128.09,20.98,23.53,18.4,5.13,15.31,Active,No,Low,0.0,6.3
711716,Gems & Jewellery,Silverware,ASEAN,Silverware Batch 711716,October,2026,Q4,25710.23,1378.59,272.65,34.27,31.85,2.42,18.38,Active,No,High,4.3,4.0
617747,Textiles & Apparel,Cotton Garments,Australia,Cotton Garments Batch 617747,October,2026,Q4,1037.04,47.41,14.65,27.03,0.0,27.03,20.6,Active,No,High,2.61,17.45
902536,Pharmaceuticals,Bulk Drugs,European Union,Bulk Drugs Batch 902536,December,2024,Q4,612.74,13.93,5.93,18.79,12.56,6.23,18.98,Active,No,High,0.46,9.51
732254,Iron & Steel,Construction Steel,ASEAN,Construction Steel Batch 732254,March,2024,Q1,2695.0,134.6,32.03,35.26,32.99,2.27,16.36,Active,No,High,1.15,7.93
739883,Iron & Steel,Steel Tubes,Australia,Steel Tubes Batch 739883,August,2026,Q3,2633.61,158.13,22.8,10.28,1.54,8.74,5.05,Active,No,Low,0.0,0.96
904456,Pharmaceuticals,Bulk Drugs,UK,Bulk Drugs Batch 904456,June,2025,Q2,9461.19,610.03,126.73,12.14,0.0,12.14,14.55,Active,No,High,2.33,17.02
305077,Pharmaceuticals,Generic Medicines,Canada,Generic Medicines Batch 305077,March,2025,Q1,932.21,61.57,13.34,14.36,11.96,2.4,9.05,Active,No,High,4.0,5.84
082584,Agriculture & Food,Organic Spices,UAE,Organic Spices Batch 082584,October,2026,Q4,23205.42,924.54,283.56,10.35,0.0,10.35,15.81,Active,No,Low,0.0,1.66
381262,Chemicals,Organic Chemicals,South Africa,Organic Chemicals Batch 381262,May,2026,Q2,56975.43,3515.02,691.28,25.14,24.06,1.08,16.0,Active,No,High,1.61,13.45
524391,Textiles & Apparel,Synthetic Fabrics,UK,Synthetic Fabrics Batch 524391,March,2025,Q1,2810.97,165.75,30.33,19.58,0.0,19.58,13.54,Active,No,High,4.35,4.77
307531,Pharmaceuticals,Surgical Equipment,ASEAN,Surgical Equipment Batch 307531,June,2025,Q2,19429.85,1410.69,263.12,31.0,19.15,11.85,21.58,Active,No,High,4.93,5.13
717124,Gems & Jewellery,Synthetic Gems,South Africa,Synthetic Gems Batch 717124,May,2025,Q2,611.1,30.35,7.09,27.01,16.8,10.21,12.57,Active,No,Low,0.0,5.7
303295,Pharmaceuticals,Generic Medicines,USA,Generic Medicines Batch 303295,July,2024,Q3,14955.47,907.99,125.98,5.34,4.05,1.29,14.11,Active,No,Low,0.0,16.63
382931,Chemicals,Polymers,USA,Polymers Batch 382931,September,2024,Q3,14341.53,296.73,202.3,12.87,8.05,4.82,13.33,Active,No,High,0.94,11.51
719547,Gems & Jewellery,Precious Stones,Japan,Precious Stones Batch 719547,March,2025,Q1,10885.16,262.18,97.38,34.72,31.37,3.35,10.59,Active,No,High,4.27,9.41
721081,Iron & Steel,Stainless Steel,South Africa,Stainless Steel Batch 721081,December,2024,Q4,2912.17,92.16,23.11,25.68,22.96,2.72,20.56,Active,No,Low,0.0,12.48
293535,Chemicals,Dyes & Pigments,Japan,Dyes & Pigments Batch 293535,April,2025,Q2,35.47,2.5,0.21,36.06,25.03,11.03,5.66,Active,No,High,0.9,15.18
907636,Pharmaceuticals,Antibiotics,ASEAN,Antibiotics Batch 907636,September,2025,Q3,1138.43,69.84,8.98,12.58,12.24,0.34,11.67,Active,No,High,0.72,4.71
305553,Pharmaceuticals,Generic Medicines,USA,Generic Medicines Batch 305553,August,2026,Q3,1165.76,90.83,16.15,21.91,18.81,3.1,13.34,Active,No,High,4.06,6.46
909064,Pharmaceuticals,Antibiotics,USA,Antibiotics Batch 909064,September,2024,Q3,687.19,36.03,3.49,10.43,10.39,0.04,8.73,Active,No,Low,0.0,9.05
298619,Chemicals,Dyes & Pigments,UK,Dyes & Pigments Batch 298619,March,2026,Q1,3580.88,235.83,34.91,33.1,0.0,33.1,17.8,Active,No,High,4.12,0.21
719873,Gems & Jewellery,Precious Stones,USA,Precious Stones Batch 719873,August,2024,Q3,1590.1,103.32,18.11,39.04,33.02,6.02,16.86,Active,No,Low,0.0,10.17
717778,Gems & Jewellery,Cut Diamonds,Canada,Cut Diamonds Batch 717778,August,2025,Q3,865.3,38.24,7.47,26.15,25.8,0.35,5.84,Active,No,Low,0.0,7.81
089187,Agriculture & Food,Process Food,Japan,Process Food Batch 089187,March,2025,Q1,608.99,26.28,7.37,15.13,9.1,6.03,8.33,Active,No,High,1.55,10.17
302259,Pharmaceuticals,Antibiotics,UAE,Antibiotics Batch 302259,August,2026,Q3,1019.16,71.59,15.02,37.57,5.64,31.93,14.76,Active,No,Low,0.0,4.67
713291,Gems & Jewellery,Synthetic Gems,Australia,Synthetic Gems Batch 713291,October,2024,Q4,16030.51,871.97,81.6,12.19,9.39,2.8,14.03,Active,No,High,0.44,8.05
874225,Machinery & Electronics,Auto Components,Australia,Auto Components Batch 874225,July,2024,Q3,1105.95,58.78,5.53,20.69,12.78,7.91,10.17,Active,No,High,4.86,13.33
717368,Gems & Jewellery,Gold Jewellery,South Africa,Gold Jewellery Batch 717368,February,2025,Q1,1376.9,83.85,19.8,36.48,33.51,2.97,9.37,Active,No,Low,0.0,13.7
522164,Textiles & Apparel,Home Textiles,South Africa,Home Textiles Batch 522164,July,2025,Q3,1502.6,74.3,22.23,38.38,32.43,5.95,8.89,Active,No,Low,0.0,16.29
162898,Agriculture & Food,Organic Spices,South Africa,Organic Spices Batch 162898,October,2024,Q4,4956.67,293.1,26.74,13.39,10.63,2.76,5.03,Active,No,Low,0.0,10.81
718325,Gems & Jewellery,Silverware,South Africa,Silverware Batch 718325,January,2025,Q1,5909.84,450.27,65.21,13.16,8.6,4.56,20.23,Active,No,Low,0.0,1.64
909762,Pharmaceuticals,Surgical Equipment,ASEAN,Surgical Equipment Batch 909762,January,2025,Q1,30.97,1.12,0.16,8.07,7.45,0.62,11.9,Active,No,Low,0.0,6.91
854930,Machinery & Electronics,Industrial Pumps,UAE,Industrial Pumps Batch 854930,November,2024,Q4,13800.4,972.41,163.53,18.33,13.55,4.78,12.03,Active,No,Low,0.0,0.44
398353,Chemicals,Industrial Gases,UK,Industrial Gases Batch 398353,November,2025,Q4,25707.86,995.35,170.78,36.29,0.0,36.29,20.61,Active,No,Low,0.0,2.38
721571,Iron & Steel,Iron Bars,USA,Iron Bars Batch 721571,January,2026,Q1,616.91,46.68,3.58,27.16,18.04,9.12,8.91,Active,No,High,4.37,15.27
304834,Pharmaceuticals,Bulk Drugs,South Africa,Bulk Drugs Batch 304834,January,2024,Q1,693.36,33.73,7.83,15.17,12.9,2.27,6.71,Active,No,Low,0.0,12.82
106367,Agriculture & Food,Basmati Rice,European Union,Basmati Rice Batch 106367,May,2024,Q2,1517.2,115.81,21.38,26.39,16.87,9.52,18.8,Active,No,Low,0.0,9.06
162069,Agriculture & Food,Process Food,Australia,Process Food Batch 162069,September,2026,Q3,959.1,55.38,13.43,26.71,0.0,26.71,18.57,Active,No,High,3.64,4.17
711997,Gems & Jewellery,Cut Diamonds,USA,Cut Diamonds Batch 711997,March,2025,Q1,4170.91,284.93,44.89,20.68,17.03,3.65,13.93,Active,No,Low,0.0,2.66
722246,Iron & Steel,Construction Steel,USA,Construction Steel Batch 722246,November,2024,Q4,160.81,11.44,0.89,8.21,5.32,2.89,20.82,Active,No,High,1.69,12.66
398163,Chemicals,Industrial Gases,South Africa,Industrial Gases Batch 398163,August,2026,Q3,557.3,39.73,4.73,30.19,23.36,6.83,15.69,Active,No,Low,0.0,6.19
098639,Agriculture & Food,Basmati Rice,UAE,Basmati Rice Batch 098639,October,2024,Q4,29995.29,1419.9,157.31,5.33,3.6,1.73,14.18,Active,No,High,2.22,9.98
731334,Iron & Steel,Stainless Steel,ASEAN,Stainless Steel Batch 731334,November,2026,Q4,740.76,58.95,8.64,33.18,27.23,5.95,15.88,Active,No,Low,0.0,7.42
716227,Gems & Jewellery,Synthetic Gems,Canada,Synthetic Gems Batch 716227,April,2026,Q2,19247.61,487.43,126.9,6.17,4.2,1.97,5.28,Active,No,Low,0.0,16.51
